pos,label
p-p---mn- d-------- l-s---na- a-s---na- v-pppamn- v3piia--- u--------,h
d-------- d-------- d-------- a-s---na- l-p---mn- n-p---mn- l-p---md- n-p---md- l-s---ma- r-------- a-p---ma- n-s---ma- v3paia--- u--------,h
l-s---md- d-------- a-s---nd- n-s---nd- n-s---ng- v-sppeng- r-------- l-s---fg- n-s---fg- v3saip--- p-s---na- a-s---na- v--anm--- n-s---na- u--------,h
c-------- v3saip--- a-p---na- l-s---nn- n-s---nn- u-------- n-s---md- v-sppenn- v3saim--- n-s---mg- a-s---fg- n-s---fa- n-s---fg- u-------- v-sappmn- c-------- l-s---mn- n-s---mn- v3saip--- u--------,h
d-------- l-s---na- d-------- d-------- n-s---mn- a-s---mn- v3saim--- u-------- r-------- c-------- l-s---fg- n-s---fg- v-sapmfg- r-------- n-p---fa- v3saia--- l-s---mn- n-s---mn- u--------,h
a-s---fgc d-------- p-s---md- v-sppefg- l-s---fg- n-s---fg- v3spia--- r-------- n-p---ma- a-p---ma- u-------- d-------- d-------- v-sapamg- p-s---mg- u-------- c-------- d-------- p-s---md- v3saia--- v-sapama- l-s---ma- n-s---ma- v--anm--- r-------- l-s---fg- n-s---fg- u--------,h
l-p---md- d-------- l-s---fn- n-s---fn- v-papmmd- r-------- n-p---ma- d-------- v3siia--- v--fna--- d-------- c-------- l-s---ma- n-s---ma- l-s---fg- a-s---fg- v3pasa--- u-------- p-s---ma- v3paia--- n-s---fg- l-s---fg- a-s---fg- r-------- n-s---md- u--------,h
n-p---mg- v1sria--- p1s---mn- d-------- v-sapamn- v--anm--- u--------,h
n-p---mn- d-------- p-p---na- v3ppia--- p-p---nd- u-------- n-s---ma- l-s---ma- n-s---mg- v-sppama- n-s---md- l-s---md- d-------- n-s---fg- v-sppamd- n-s---ma- r-------- l-p---na- d-------- u-------- v-spppma- l-s---na- n-s---na- l-s---na- l-s---md- n-s---md- v-sapmna- u-------- v-sapama- n-s---ma- v--ana--- u-------- c-------- d-------- p-s---na- v-srpamn- r-------- l-s---na- v-sppana- v3spse--- u--------,h
n-p---mn- d-------- d-------- d-------- v3ppia--- v--anm--- u--------,h
n-s---ma- d-------- u-------- c-------- p-s---md- p-p---nn- v3saip--- u-------- d-------- v3siia--- n-s---ma- r-------- n-s---fa- v-sppemn- n-p---fa- v--anm--- n-s---md- d-------- c-------- a-p---md- n-s---ma- a-s---ma- d-------- l-s---ma- n-s---ma- v3spsa--- u--------,h
l-s---mn- d-------- d-------- n-s---mn- r-------- l-s---fa- n-s---fa- v3siia--- u-------- n-s---mn- c-------- d-------- v-srpemn- a-s---ma- n-s---ma- u-------- c-------- v-srpamn- p-p---na- n-s---mn- v3spoa--- v--fna--- u-------- v3spie--- p-p---na- u--------,h
a-s---mn- v3siia--- r-------- l-s---nd- n-s---nd- n-s---mn- d-------- p-s---mg- c-------- a-s---mn- u-------- p-s---ma- a-s---ma- v-sapamn- r-------- l-s---fa- n-s---fa- v3saia--- n-p---md- u-------- c-------- p-s---mn- v3sasa--- u-------- d-------- v--pna--- d-------- a-p---ma- c-------- n-s---md- v--pne--- r-------- p-p---ma- u--------,h
p-p---na- d-------- v3siia--- d-------- c-------- v3siia--- n-s---mn- p-p---ng- r-------- u-------- c-------- d-------- d-------- l-s---mn- n-s---mn- l-s---mn- a-s---mn- v-sapamn- d-------- n-s---ma- a-s---ma- n-s---mg- v-srpema- c-------- l-p---ma- n-p---ma- r-------- n-p---fd- v-pppama- v3sasa--- n-s---md- u--------,h
l-p---na- d-------- d-------- v3saim--- u--------,h
c-------- d-------- d-------- v-sapamn- d-------- p-p---na- l-s---mn- n-s---mn- c-------- v-sapamn- r-------- n-s---ma- l-s---mg- n-s---mg- l-p---fa- n-p---fa- v3saia--- r-------- l-p---fa- n-p---fa- u-------- c-------- p1s---mn- v1spie--- u-------- r-------- p-s---na- a-s---na- v3saim--- l-s---fn- n-s---fn- u--------,h
v-sppamn- d-------- l-s---mn- n-s---mn- n-s---fa- d-------- v--pna--- a-s---fa- r-------- l-s---fd- n-s---fd- c-------- l-s---ma- n-s---ma- v--rne--- r-------- l-s---na- a-s---na- a-s---ng- u-------- v3siia--- l-s---mg- n-s---mg- v-sapamg- r-------- l-s---fg- n-s---fg- l-p---ma- a-p---ma- n-p---ma- c-------- d-------- p-s---mn- v3siia--- u--------,h
d-------- d-------- l-s---fn- d-------- n-s---fn- p-p---md- v3saim--- r-------- p-s---nd- d-------- a-p---ma- p-p---nd- v--pna--- c-------- a-p---ma- u-------- c-------- m-------- d-------- r-------- n-s---mg- n-p---ma- l-s---fd- n-s---fd- v3saia--- l-s---mn- n-s---mn- r-------- l-s---fd- n-s---md- u-------- p-s---mn- c-------- r-------- l-s---fg- n-s---fg- v3saia--- u--------,h
r-------- d-------- l-s---ma- r-------- n-p---ma- d-------- c-------- n-s---ma- n-s---ma- n-s---md- d-------- v3saia--- u--------,h
n-s---mn- d-------- v3siia--- n-s---mg- n-s---mn- a-s---mn- l-s---mn- l-s---md- n-s---md- l-s---na- n-s---na- v-sapamn- u--------,h
v3siia--- d-------- l-s---mn- n-s---mn- n-s---fg- u--------,h
l-s---md- d-------- v3ppia--- n-p---mn- u-------- v3ppia--- d-------- p-p---md- n-p---mn- u-------- r-------- l-s---md- n-s---md- n-s---na- a-s---na- v--ana--- u-------- n-s---ma- l-s---ma- a-s---ma- r-------- n-s---mg- v-sappma- r-------- n-s---nn- u-------- v-sppama- n-s---ma- l-p---mg- d-------- v-pppamg- p-s---mg- a-s---ma- u-------- c-------- n-s---ma- a-s---ma- n-p---mg- p-p---mg- p1p---mn- v1pria--- v-sapama- d-------- d-------- v-sapama- c-------- v-sapama- r-------- n-s---fd- u--------,h
a-s---ma- l-s---ma- n-s---ma- v3ppia--- u-------- l-s---ma- a-s---ma- l-s---mg- n-s---mg- v-sppama- r-------- n-s---md- v--ana--- v2samm--- r-------- n-s---fa- d-------- c-------- n-s---fa- u-------- v-sapema- c-------- n-p---na- a-p---na- v--ana--- d-------- r-------- n-s---fa- v--anm--- u--------,h
v--pne--- d-------- d-------- r-------- n-s---mg- u-------- v-sppama- c-------- a-p---md- d-------- c-------- n-p---md- v--anm--- n-s---nn- n-p---mg- a-p---mg- u--------,h
l-p---ma- d-------- r-------- l-s---nd- n-s---nd- v--pna--- l-s---ma- n-s---ma- v-papama- v--pna--- l-p---na- n-p---na- u--------,h
l-s---ma- d-------- v-sapama- p-s---na- v--pne--- u-------- n-p---na- d-------- p-p---md- v-sppama- u-------- n-s---fa- c-------- v-sppema- u--------,h
d-------- d-------- v--pna--- p-s---ma- p-p---md- u-------- c-------- v--pna--- l-p---ma- n-p---ma- d-------- p-s---ma- v--pne--- p3s---ma- u-------- c-------- d-------- n-s---fg- r-------- n-s---fd- v3sasa--- u-------- c-------- v--pna--- r-------- l-s---fa- n-s---fa- l-s---fa- a-s---fa- u--------,h
v-sappma- d-------- l-s---ma- n-s---ma- r-------- n-s---fa- v--ane--- u-------- c-------- p-p---md- d-------- v3spoa--- u-------- v--ana--- p-s---ma- r-------- l-s---fd- n-s---fd- a-s---fd- v-sapama- r-------- l-p---nd- n-p---nd- v--ana--- u--------,h
v-sapamn- d-------- v3siie--- p-s---ma- v--ane--- u--------,h
d-------- l-p---md- v--ana--- d-------- n-s---fa- c-------- v3ppoa--- v--fnm--- l-s---mg- a-s---mg- n-p---mg- n-s---mg- u-------- v--ana--- r-------- l-s---fg- n-s---fg- r-------- a-s---fa- n-s---fa- u--------,h
l-s---ma- d-------- v-sapama- d-------- a-s---fa- l-s---fa- n-s---fa- c-------- v-sapama- l-s---fa- n-s---fa- u-------- v-sapama- r-------- l-p---nd- n-p---nd- v--ana--- n-s---ma- l-s---ma- a-s---ma- u-------- v-sppamg- c-------- l-s---mg- n-s---mg- v2samm--- p3s---ma- r-------- l-s---fa- n-s---fa- p-s---ma- c-------- v3siia--- r-------- l-s---fd- n-s---fd- a-s---fd- u--------,h
d-------- l-p---ma- d-------- v--pna--- r-------- n-s---fa- u-------- l-s---ma- c-------- n-s---ma- v3ppia--- v-sapama- v--ana--- r-------- n-s---na- u--------,h
v-sapama- d-------- p-s---ma- v--pna--- r-------- n-s---fa- r-------- l-s---fd- n-s---fd- u-------- c-------- v-sapmma- v--pne--- a-s---na- l-s---na- v-srpana- u--------,h
n-s---ma- d-------- r-------- n-s---fg- n-s---ma- d-------- r-------- n-s---fd- v--pna--- d-------- v-sppama- u-------- d-------- c-------- v--pna--- l-p---mg- n-p---mg- u--------,h
c-------- d-------- d-------- v--pna--- p-p---ma- u-------- v-pappma- v--pne--- c-------- p-s---na- v3ppoa--- r-------- n-s---mg- u--------,h
v-pppemg- d-------- p-p---mg- c-------- v3spoa--- d-------- a-s---mn- r-------- n-s---fa- c-------- p3s---ma- d-------- v-sppama- v3paoa--- r-------- n-s---md- u-------- v--anp--- p-p---md- l-s---ma- n-s---ma- c-------- v-sppamn- v3saia--- u--------,h
d-------- l-p---ma- v-pappma- d-------- v--pna--- d-------- v-pppema- v--pne--- u--------,h
p-p---na- d-------- d-------- n-p---mn- d-------- c-------- n-p---mn- v3ppia--- u-------- c-------- n-s---mg- v3spia--- n-s---nn- a-s---nn- d-------- a-s---nn- r-------- n-s---nd- u-------- r-------- n-s---mg- v-sppamn- n-s---mn- u--------,h
n-s---mn- d-------- l-s---mn- n-s---mn- l-s---ma- r-------- a-p---ma- n-s---ma- v-sapamn- d-------- v3spia--- u-------- v-sapamn- n-p---nn- m-------- c-------- m-------- u--------,h
v3saia--- d-------- v-sapamn- l-s---fa- n-s---fa- a-s---mn- p-s---mn- l-s---fg- n-s---fg- a-s---fg- r-------- n-p---ma- n-s---ma- d-------- a-s---ma- a-s---ma- c-------- n-s---na- a-s---na- a-s---na- u-------- n-s---fg- a-s---na- r-------- a-p---ng- l-p---ng- r-------- n-p---md- n-p---ng- u-------- n-s---mg- l-s---mg- a-s---mg- n-s---na- u-------- p-s---mn- a-s---mn- d-------- a-p---mg- n-p---mg- n-s---ng- n-s---fa- v3saia--- u--------,h
v-sapamg- d-------- n-s---mg- v3saim--- l-s---fa- n-s---fa- n-s---mn- l-s---mn- n-s---mg- u-------- n-p---ng- v-sppamn- n-s---fa- m-------- c-------- m-------- u--------,h
p-s---mn- d-------- n-p---mg- a-p---md- v3saim--- a-p---md- u--------,h
d-------- d-------- l-p---mn- n-p---mn- v-pppemn- r-------- p-s---mg- v3paia--- l-s---fa- n-s---fa- l-s---fd- n-s---fd- u-------- v-papamn- r-------- l-s---mg- n-s---mg- n-s---nn- r-------- l-s---na- n-s---na- u--------,h
v3spia--- d-------- r-------- l-s---fg- d-------- a-s---fg- n-s---fg- u-------- p-s---fn- d-------- v3siie--- u-------- c-------- l-s---mg- n-s---mg- n-s---fv- a-p---mn- u--------,h
a-p---md- d-------- d-------- p-p---md- v3saia--- l-s---mn- n-s---mn- u-------- d-------- c-------- r-------- n-s---nd- a-p---md- n-p---mg- d-------- c-------- n-p---mg- u-------- p-p---nd- p-p---fa- a-p---fa- v-sppamn- u-------- p-p---mg- d-------- v3siie--- a-p---fac v--pna--- u-------- a-p---nac v-sppemn- u-------- l-p---md- c-------- p-p---mg- d-------- a-p---na- v-sppamn- u--------,h
c-------- d-------- d-------- l-p---mn- r-------- l-s---fd- n-s---fd- n-p---mn- v3plie--- r-------- n-s---mg- n-s---fa- u-------- l-s---na- d-------- v3siia--- n-p---fa- v-sapmmn- v--pna--- l-p---md- n-p---md- u--------,h
v-pppang- d-------- p-s---md- a-p---ng- a-p---ng- r-------- l-s---fa- n-s---fa- u-------- l-p---mn- d-------- n-s---ma- v3ppia--- l-s---ma- n-s---ma- v-sapmma- r-------- n-p---fa- u-------- l-p---mn- c-------- n-s---ma- l-s---ma- a-s---ma- u-------- v-sppemg- n-s---mg- c-------- p-s---nn- v3siia--- a-s---ma- r-------- l-s---fa- n-s---fa- u-------- v-sapama- p-p---na- v--ana--- l-s---fa- n-s---fa- u--------,h
i-------- n-s---mv- u-------- n-p---mn- n-s---fa- v3ppie--- a-s---fa- u-------- r-------- n-p---fa- d-------- c-------- r-------- p-s---ma- r-------- n-s---md- v-pppamn- v--pne--- u--------,h
n-s---ma- d-------- v-sapama- v--pna--- p-s---ma- a-p---na- v--ana--- c-------- d-------- p-s---na- n-p---mn- v3paoa--- r-------- n-s---ma- n-p---md- u-------- v--ana--- r-------- n-p---mg- n-p---ma- r-------- n-p---md- u--------,h
l-s---ma- d-------- v-sapama- v--pna--- i-------- n-s---mv- u-------- d-------- p1s---md- v2spie--- v--anm--- n-p---ma- v-pppema- v--ana--- r-------- n-s---fd- u-------- v-prpana- v-sppamn- u--------,h
n-p---ma- d-------- p-s---na- v2spia--- v--pne--- a-s---na- c-------- u-------- c-------- a-p---na- v3paim--- p2s---ma- v-sppama- r-------- p-p---md- v--pne--- n-s---fa- u-------- v--ana--- v-pppemn- n-p---ma- r-------- n-s---fd- u-------- c-------- r-------- l-p---mg- r-------- l-s---fd- n-s---fd- v-prpemg- n-p---mg- v3pasm--- p2s---ma- u-------- p-p---ma- p2s---mn- v-sapamn- v2spia--- u--------,h
d-------- d-------- v--anp--- n-s---ma- l-s---md- n-s---md- c-------- p-s---md- u-------- d-------- d-------- v--ana--- v--pna--- u-------- v-sppema- v--anm--- l-s---fg- n-s---fg- u--------,h
d-------- d-------- l-p---md- l-p---fa- n-p---fa- v-prpemd- n-p---mg- n-s---fa- v3saim--- u--------,h
n-s---mg- d-------- v-sppemg- c-------- v-prpemg- d-------- a-p---mg- l-p---mg- r-------- n-s---mg- n-s---mg- v-prpemg- u--------,h
r-------- d-------- n-p---mg- c-------- n-p---mg- l-p---ma- p-p---ma- a-p---ma- r-------- p-s---md- v3siia--- v-sapmmn- l-s---mn- n-s---mn- u--------,h
v3ppia--- d-------- p-p---mn- u-------- n-p---mn- u-------- n-p---mn- u-------- n-p---mn- u-------- n-p---mn- u-------- n-p---mn- u-------- n-p---mn- u-------- n-p---mn- l-p---mn- n-p---mn- d-------- c-------- n-p---mn- u-------- n-p---mn- u-------- n-p---mn- u-------- n-p---mn- u-------- n-p---mn- u-------- n-p---mn- v-prpemg- c-------- p-p---mg- c-------- v-sppemg- n-s---mg- n-p---md- u-------- v3ppie--- r-------- n-p---fa- v-pppafa- n-s---md- a-p---mn- d-------- l-p---mn- a-p---mn- r-------- l-s---fg- n-s---fg- n-p---mn- u-------- p-p---mn- a-s---ma- l-s---ma- n-s---ma- v3piia--- v-pppamn- u-------- c-------- a-s---mn- p-p---mg- v3spoe--- u-------- c-------- d-------- d-------- n-s---mn- n-s---mn- a-s---mn- u-------- p-s---mn- n-p---nd- n-p---ma- v-papamd- v-sapamn- v3saia--- n-s---ma- m-------- r-------- n-s---fg- n-s---fa- v-sapamn- u-------- c-------- d-------- d-------- p-s---ma- l-p---mg- n-p---mg- v3sasp--- v2samm--- l-p---mg- v3saim--- u--------,h
a-p---mn- d-------- d-------- a-p---mn- d-------- v3piia--- p-s---na- v--ana--- n-p---mn- u--------,h
n-p---nd- d-------- a-p---nd- v3piie--- m-------- n-s---ma- v--fnm--- n-p---md- l-p---ma- d-------- p-p---md- n-p---mg- v3sase--- u--------,h
p-p---ng- d-------- d-------- a-p---ng- c-------- l-s---fg- n-s---fg- v-sapamn- l-s---mn- n-s---mn- r-------- r-------- n-s---fa- v3saim--- r-------- n-p---nd- c-------- d-------- d-------- r-------- n-p---fa- r-------- n-s---ma- u--------,h
v-sapmmn- d-------- v3siie--- r-------- l-p---nd- n-p---nd- r-------- l-s---mg- n-s---mg- u--------,h
r-------- d-------- n-s---fd- a-s---fd- c-------- a-s---fd- v-sapamg- n-s---mg- l-s---ma- n-s---ma- n-p---mn- v3piia--- r-------- l-p---ma- n-p---ma- u-------- c-------- v3piia--- a-p---na- v-pppana- a-p---na- d-------- c-------- a-p---na- u--------,h
v-sapema- d-------- p3s---ma- l-p---na- a-p---na- c-------- v-sapema- c-------- p-s---md- r-------- n-s---ma- v3siia--- u-------- v3siie--- l-s---mn- n-s---mn- p-p---na- u--------,h
a-s---mv- a-s---mv- u-------- r-------- p-p---ma- d-------- r-------- p2s---mg- n-s---mn- v3srie--- a-s---mn- d-------- n-s---fg- r-------- l-s---fg- a-s---fg- c-------- n-s---fg- u-------- c-------- v-sppamn- n-s---fa- a-s---fa- n-s---fg- r-------- v2sria--- u--------,h
d-------- d-------- v--anm--- p1s---ma- n-s---mn- v3saia--- p-s---ma- c-------- p-s---ma- d-------- a-p---mg- v2saia--- a-s---mas u--------,h
l-s---mn- d-------- v-sppamn- v--pna--- n-p---mg- a-s---mns p-p---na- v3siia--- u--------,h
n-s---mn- d-------- p-s---na- v-sapamn- c-------- l-s---nd- v-sppand- v-sapmmn- v3spia--- i-------- n-s---mv- u-------- n-s---ma- a-s---ma- u--------,h
v-sapamn- d-------- n-s---mn- l-s---na- v-sappna- v3siie--- d-------- u--------,h
d-------- d-------- v2spia--- n-s---ma- v--pna--- a-s---mas u--------,h
l-s---mn- d-------- v3saia--- n-s---md- p-s---na- d-------- l-s---fg- n-s---fg- d-------- v-sppafg- n-p---mn- v3piia--- a-p---mn- c-------- a-p---mn- u-------- c-------- p-p---md- v3saia--- a-p---md- n-p---na- v-papmna- c-------- a-p---na- v-papana- u--------,h
p-s---na- d-------- l-s---mg- n-s---mg- d-------- v-sppamd- u-------- c-------- l-p---nn- r-------- p1p---md- u-------- n-s---fn- l-s---mg- n-s---mg- a-s---fns v3saim--- u--------,h
v-sapmfg- d-------- n-p---md- n-s---fg- r-------- l-p---ma- a-p---ma- r-------- n-s---fd- u-------- v-sapamn- c-------- n-s---fa- v-sapamn- l-p---mg- a-p---mg- v3saia--- a-p---na- u-------- c-------- p3s---ma- n-p---mn- a-s---fd- d-------- v3paia--- d-------- l-s---fd- d-------- v3saia--- c-------- v3piia--- d-------- u--------,h
c-------- d-------- l-p---na- r-------- l-s---ma- n-s---ma- v3saim--- l-s---mn- n-s---mn- l-s---ma- n-s---ma- v-sapamn- a-p---na- d-------- c-------- a-p---na- u-------- v3siia--- p-s---ma- a-s---ma- r-------- p-s---ma- v3saoa--- u-------- v-sppamn- d-------- n-p---na- d-------- v--fnm--- u--------,h
l-s---mn- d-------- v3saia--- n-s---ma- d-------- c-------- n-s---ma- u--------,h
p-p---md- d-------- v-pppamd- n-s---na- n-p---md- n-s---mn- d-------- v-sppamn- v3siia--- u-------- c-------- r-------- p-s---nd- n-s---fn- n-s---ng- p-s---fn- u--------,h
a-p---mn- d-------- a-p---mn- d-------- v3piia--- u-------- c-------- d-------- d-------- v3spie--- a-s---mn- l-s---mn- n-s---mn- u--------,h
v-sppafg- n-s---fg- l-s---fd- n-s---fd- l-p---md- n-p---md- v3siia--- d-------- l-s---fa- n-s---fa- p-p---mg- n-d---nn- v--anp--- r-------- l-s---na- a-s---na- u-------- l-p---mn- c-------- p-p---md- n-p---mn- r-------- l-s---mg- n-s---mg- d-------- v3piie--- r-------- n-s---fd- u--------,h
v-pppemn- d-------- l-s---fd- n-s---fd- l-p---mn- n-p---mn- v-papamn- a-p---mn- r-------- l-s---fa- n-s---fa- v3piia--- l-s---fa- n-s---fa- u-------- r-------- l-s---fg- n-s---fg- c-------- p-p---md- v3siip--- l-s---fn- n-s---fn- u--------,h
n-p---ma- d-------- m-------- c-------- m-------- v-papamn- v3paim--- r-------- l-s---na- a-s---na- u--------,h
p-p---na- d-------- p-p---md- v-papamd- c-------- v-pappmd- r-------- l-s---fg- n-s---fg- n-s---fn- l-s---mg- n-s---mg- a-s---fn- v3saim--- u-------- v3saia--- c-------- r-------- p-p---md- l-s---mn- n-s---mn- c-------- a-s---nnc v3spoa--- n-s---md- v--rna--- d-------- c-------- v--pna--- u--------,h
n-p---mn- d-------- d-------- v-pppamn- v3piia--- l-p---mg- n-p---mg- l-s---fa- n-s---fa- u-------- l-p---fn- c-------- n-p---fn- l-s---fa- n-s---fa- p-p---mg- u-------- a-p---ng- n-p---ng- v3saia--- u--------,h
l-s---fn- d-------- n-s---fn- a-s---mn- v-sppafn- l-s---nd- d-------- n-s---nd- c-------- l-s---fd- n-s---fd- u-------- v-sapafn- a-s---na- l-s---ng- n-s---ng- v3siie--- n-s---md- d-------- c-------- n-s---md- l-p---md- p-s---fg- n-p---nd- u-------- p-p---mn- p3s---fa- v3paia--- d-------- u-------- l-s---fa- n-s---fa- v--ana--- p-s---nn- n-s---md- v--ana--- a-s---nn- v3spia--- u--------,h
r-------- a-s---fa- d-------- l-s---fa- n-s---fa- c-------- v3paia--- d-------- c-------- v3paip--- u-------- v-pappmn- r-------- a-s---nd- l-s---nd- a-s---nd- l-p---mn- n-p---mn- d-------- v3paia--- c-------- r-------- n-s---nd- a-s---nd- v3paim--- u--------,h
n-p---mn- d-------- a-p---mg- n-p---fa- v-papmmn- v3paia--- r-------- n-p---ma- d-------- a-s---mg- v-papmmg- u--------,h
n-s---mn- d-------- d-------- n-s---fg- n-p---na- v3siia--- p-p---md- u-------- n-s---mn- c-------- v-sappmn- v3saia--- i-------- a-s---mv- n-s---mv- u-------- l-s---fn- d-------- a-s---fn- n-s---fn- d-------- p-s---md- v3srie--- r-------- l-s---na- p-s---na- c-------- d-------- n-p---mg- n-p---mg- a-p---ma- p1p---ma- v2saia--- u--------,h
l-s---mn- d-------- v3saia--- i-------- n-s---mv- u-------- v-sfpmma- p1s---ma- l-s---na- n-s---na- a-s---na- v-sppana- a-s---na- d-------- c-------- a-s---nv- v2spsa--- a-p---ng- n-p---ng- r-------- u--------,h
r-------- d-------- l-s---md- a-s---md- n-s---md- a-p---na- d-------- v3spia--- v--pna--- p-p---na- d-------- p-s---mn- v3spia--- u-------- a-d---fn- c-------- d-------- v--ana--- u--------,h
r-------- d-------- m-------- n-p---na- n-s---nn- l-s---fg- n-s---fg- n-s---md- v1spia--- u--------,h
p-p---mn- v-pppamn- n-p---mn- m-------- v3ppie--- n-p---fa- a-p---fa- d-------- a-p---fa- c-------- a-p---fa- u-------- a-s---mg- n-s---mg- d-------- v-sppemg- u--------,h
c-------- d-------- d-------- v3sasa--- a-s---na- l-p---ng- n-p---ng- n-s---md- a-s---fac v--pne--- u-------- c-------- d-------- l-p---fn- n-p---fn- v3ppsa--- v-pppefn- r-------- l-s---na- v-sppana- u-------- n-p---mn- d-------- r-------- l-p---na- m-------- n-p---na- l-p---mn- a-p---mn- v3ppie--- m-------- m-------- u-------- n-p---fn- c-------- r-------- l-p---fg- n-p---fg- a-p---fg- a-p---fn- m-------- u--------,h
a-p---fg- l-p---mg- a-p---fg- n-p---fg- l-p---mg- r-------- l-p---na- m-------- n-s---ma- u-------- v-pppafg- m-------- d-------- a-p---fg- d-------- a-p---fg- c-------- a-p---fg- u-------- l-s---fn- a-s---fn- a-p---fg- l-s---fd- a-s---fd- n-s---fd- l-s---na- d-------- p-s---na- a-s---na- v3spia--- n-s---na- u--------,h
d-------- d-------- n-s---mv- a-s---na- v3spia--- n-s---mn- n-s---fn- u--------,h
p1s---md- d-------- p-s---mn- d-------- v--pna--- a-s---na- v2spie--- c-------- n-s---mn- a-p---fg- v--pna--- n-p---mg- u--------,h
p-s---na- d-------- l-s---na- v2siie--- p1s---ma- u-------- d-------- p-s---ma- p1s---mn- v1spia--- u-------- c-------- v-sapama- d-------- l-s---ma- n-s---ma- v1sase--- u--------,h
d-------- d-------- p-s---na- l-s---mn- a-s---na- a-s---mn- d-------- l-s---mg- r-------- n-s---fa- v-sppamg- a-s---mnc v3spia--- u-------- c-------- d-------- p-s---md- n-s---fn- v3saom--- a-p---na- a-p---na- v-sppama- d-------- v--ana--- l-s---ma- n-s---ma- u--------,h
